text,textblob_polarity,textblob_subjectivity,textblob_sentiment,transformer_sentiment,transformer_confidence,transformer_positive,transformer_negative,transformer_neutral,consensus_sentiment,sentiment_intensity
What an ad and one that resonates with millennial dads everywhere,0.0,0.0,neutral,positive,0.953890860080719,0.953890860080719,0.007041442673653364,0.039067722856998444,positive,0.4769454300403595
John Lewis Christmas ad’s have gone downhill since Craig Inglis left the team!,0.0,0.0,neutral,negative,0.8581287860870361,0.014120995067059994,0.8581287860870361,0.1277502328157425,negative,0.42906439304351807
John Lewis Christmas ad’s have gone downhill since Craig Inglis left the team!,0.0,0.0,neutral,negative,0.8581287860870361,0.014120995067059994,0.8581287860870361,0.1277502328157425,negative,0.42906439304351807
John Lewis Christmas ad’s have gone downhill since Craig Inglis left the team!,0.0,0.0,neutral,negative,0.8581287860870361,0.014120995067059994,0.8581287860870361,0.1277502328157425,negative,0.42906439304351807
John Lewis Christmas ad’s have gone downhill since Craig Inglis left the team!,0.0,0.0,neutral,negative,0.8581287860870361,0.014120995067059994,0.8581287860870361,0.1277502328157425,negative,0.42906439304351807
I wanted to hug my children so hard when I watched this!!,-0.45572916666666674,0.5416666666666666,negative,positive,0.9446778297424316,0.9446778297424316,0.012253064662218094,0.043069079518318176,positive,0.7002034982045492
Ok fine I’ll buy the £36 plate,0.45833333333333337,0.5,positive,neutral,0.703305184841156,0.2625496983528137,0.034145113080739975,0.703305184841156,positive,0.5808192590872447
"I lived in London during the 90's and this was was one of my favorite songs, unfortunately I was a stupid idiot, now my Son who is now 27 doesn't want to have anything to do with me because I wasn't a real Father. I just wanted to party and go clubbing.",-0.28,0.82,negative,negative,0.7728532552719116,0.06458833068609238,0.7728532552719116,0.1625584065914154,negative,0.5264266276359558
We're delighted to hear you love it as much as we do 😊. ^Karen,0.4666666666666666,0.49999999999999994,positive,positive,0.9887673258781433,0.9887673258781433,0.002293549245223403,0.008939117193222046,positive,0.7277169962724049
We're sorry for your loss. It means a lot to hear that our Christmas ad resonated with you in such a personal way. We hope it brought back some comforting memories of your father during this special time of year 🎄 ❤️ ^ Siobhan,-0.02857142857142857,0.4742857142857143,neutral,positive,0.9215947389602661,0.9215947389602661,0.013160018250346184,0.06524527817964554,positive,0.47508308376584735
"We don’t always know how to say how we feel Darren ❤️. Not out loud. Not properly. But then comes Christmas and something in us wants to try. This is the story of a dad and his son, and the gift that helps them find their way back to one another 🎁. ^Carena.",0.07500000000000001,0.25,neutral,positive,0.5565747022628784,0.5565747022628784,0.02089615911245346,0.4225291907787323,neutral,0.3157873511314392
"The song says it all - ""Where love is, where love is"" - Good times on the dancefloor, reminicentces of youthful fun, however the love really is in his family / connection - maybe what he was searching for all those nights of Dancing.",0.45,0.46666666666666673,positive,positive,0.9360760450363159,0.9360760450363159,0.00444208225235343,0.05948181822896004,positive,0.6930380225181579
Hello Craig Inglis! 😂,0.0,0.0,neutral,positive,0.6200994253158569,0.6200994253158569,0.0062945238314569,0.37360602617263794,neutral,0.31004971265792847
This ad gets all the feels going! ❤️ ^Steph ✨,0.0,0.0,neutral,positive,0.9854835867881775,0.9854835867881775,0.0018523777835071087,0.012664023786783218,positive,0.49274179339408875
The Acting from both is Superior ❤❤❤❤,0.35,0.45,positive,positive,0.9751983880996704,0.9751983880996704,0.004466685466468334,0.02033493109047413,positive,0.6625991940498352
How to say so many things without any words.,0.5,0.5,positive,neutral,0.5470144152641296,0.06350114941596985,0.3894844353199005,0.5470144152641296,positive,0.5235072076320648
"As a Yank, very pleased to see this classic Alison Limerick toon getting some much deserved love.",0.37916666666666665,0.4916666666666667,positive,positive,0.9839994311332703,0.9839994311332703,0.0024767518043518066,0.01352375466376543,positive,0.6815830488999685
"Provided to YouTube by Universal Music Group Majesty · Nicki Minaj · Labrinth · Eminem Queen ℗ 2018 Young Money/Cash Money Records Released on: 2018-08-10 Recording Engineer, Producer: Labrinth Mixing Engineer, Additionalproducer: Eminem Recording Engineer: Aubry ""Big Juice"" Delaine Mixing Engineer, Recording Engineer: Mike Strange Recording Engineer: Joe Strange Recording Second Engineer: Nick Valentin Recording Second Engineer: Alex Estevez Composer Lyricist: Luis Resto Composer Lyricist: Onika Maraj Composer Lyricist: Timothy Mckenzie Composer Lyricist: Marshall Mathers Auto-generated by YouTube.",0.0,0.1142857142857143,neutral,neutral,0.95106041431427,0.04450690746307373,0.00443259347230196,0.95106041431427,neutral,0.475530207157135
Love this! So relevant culturally,0.375,0.5333333333333333,positive,positive,0.9802518486976624,0.9802518486976624,0.0061050779186189175,0.013643071986734867,positive,0.6776259243488312
These commercials always get to me 😭,0.0,0.0,neutral,negative,0.8674256205558777,0.020338432863354683,0.8674256205558777,0.11223585903644562,negative,0.43371281027793884
"Love this advert and love the comments. I love that you fathers have something like this that reflects you and that speaks to you so profoundly. And helps the rest of us understand you better ❤. Having grown up underrepresented, I understand and resonate with these ""aha"" feelings - when something finally helps articulate you. How beautiful to see this and how lucky you and your sons are. Thank you all for sharing 🙏🏾",0.4083333333333333,0.7666666666666666,positive,positive,0.9705917239189148,0.9705917239189148,0.00582679221406579,0.02358144149184227,positive,0.689462528626124
"As a dad in his infancy with two young ones this advert has given me so much reassurance. I could be out somewhere - but I’m exactly where I need to be, with two young boys that deserve all of my love.",0.22999999999999998,0.37,positive,positive,0.9609509706497192,0.9609509706497192,0.0064272042363882065,0.032621853053569794,positive,0.5954754853248596
"Wicked 👌🏻 😂 anyone got any vera's ? Its ""dad n lad time"" 🤣",0.0,0.0,neutral,positive,0.48283326625823975,0.48283326625823975,0.10293653607368469,0.41423022747039795,neutral,0.24141663312911987
"Love this advert. Just plain, relatable content. Refreshing.",0.2619047619047619,0.6523809523809524,positive,positive,0.9821712970733643,0.9821712970733643,0.005344058386981487,0.012484644539654255,positive,0.6220380294890631
This represents a parent pre-children & then many years later connecting with their teenage child. I loved the advent in terms of connecting & also the 1990 song which I remember dancing too as a young woman pre-children. Well done John Lewis.....you achieved meaning over money x,0.26,0.34,positive,positive,0.9562427401542664,0.9562427401542664,0.0026799363549798727,0.04107734560966492,positive,0.6081213700771332
"Confusing ad. The first time I saw it, I honestly thought it was about a son with mutism.",0.18333333333333335,0.5444444444444444,positive,negative,0.734843909740448,0.009850684553384781,0.734843909740448,0.2553054094314575,positive,0.4590886215368907
"Thanks, John Lewis, for showing some love to the most persecuted demographic in recent years.",0.3,0.3875,positive,positive,0.8777605295181274,0.8777605295181274,0.012051649391651154,0.1101878434419632,positive,0.5888802647590637
"A celebration of men, fatherhood and 90's dance culture. Well done John Lewis, what a relief to feel seen.",0.0,0.0,neutral,positive,0.9753558039665222,0.9753558039665222,0.004059784580022097,0.020584359765052795,positive,0.4876779019832611
"Sorry, but the 80's Christmas adverts were much catchier. This doesn't make me want to buy anything at JL.",-0.15,0.6,negative,negative,0.7726280093193054,0.02178577519953251,0.7726280093193054,0.20558620989322662,negative,0.4613140046596527
What a great advert! I'm shopping at John Lewis this year!,1.0,0.75,positive,positive,0.9873998165130615,0.9873998165130615,0.0029362221248447895,0.00966397114098072,positive,0.9936999082565308
Christmas ads are truly back. There’s a little story shining over on our channel too ✨🎄🎅🏻,-0.09375,0.25,neutral,positive,0.9680169224739075,0.9680169224739075,0.0015527030918747187,0.030430378392338753,positive,0.5308834612369537
What a fantastic advert. It’s me and my son. Well done John Lewis. You always win the. Christmas adverts.,0.6000000000000001,0.65,positive,positive,0.9852147698402405,0.9852147698402405,0.004218795336782932,0.010566414333879948,positive,0.7926073849201203
"I can still keep up with the young’uns as long as I got a fresh tank of oxygen and life support nearby, the joy of being middle aged! How I miss those days when you hear your song come on and jump up from your sit. These days you’re more like a demented aged Spider-Man just looking for something to grab hold of as you find your feet and try to get up from your seat only to reach the dance floor and catch the end of the song. Even moving around to your favourite music in your seat is perilous as you butt ain’t that tight anymore and jerk to the left a little too hard and you have silent horrendous smell-bomb violently stinking up the atmosphere immediately around you, that temporarily paralyses you in fear in case you’ve pebbledash your pants!",-0.015515873015873035,0.4151587301587301,neutral,positive,0.579176664352417,0.579176664352417,0.0755409225821495,0.3452823758125305,neutral,0.297346268684145
I shed a little tear with that one. Well done John Lewis. I feel represented.,-0.1875,0.5,negative,positive,0.9242672324180603,0.9242672324180603,0.020250432193279266,0.055482324212789536,positive,0.5558836162090302
"Glad to hear you're loving the ad. We went for a very classic feel this year. Christmas is all about the people in our lives, and we hope that came through. ^Jamie",0.43888888888888894,0.7222222222222222,positive,positive,0.9837921857833862,0.9837921857833862,0.002865786897018552,0.013342033140361309,positive,0.7113405373361376
"Hi Kenny, I feel exactly the same. My son listens to all my music and I always here him in his room with the white stripes and snow patrol on. Its a strange point of pride that's really specific to a father and son. Glad the ad spoke to you and I hope you and your family have a wonderful Christmas. ^Jamie",0.24285714285714285,0.37857142857142856,positive,positive,0.8354619145393372,0.8354619145393372,0.02122410386800766,0.14331398904323578,positive,0.53915952869824
We’re touched it means so much for you. thank you. 💙 ^Tony,0.2,0.2,positive,positive,0.980682373046875,0.980682373046875,0.005608147010207176,0.013709517195820808,positive,0.5903411865234375
As a dad struggling with addiction I can see my son's life slipping away from me already. He is only young and I fear missing him grow up and the estranged teenager will be all too real all too soon. This has inspired me to change. I pray it will,0.0,0.37,neutral,negative,0.8053410053253174,0.027327654883265495,0.8053410053253174,0.16733135282993317,negative,0.4026705026626587
This is what Xmas is All about i.e. Connect Family physically or emotionally!. Love it!!,0.78125,0.6,positive,positive,0.984718382358551,0.984718382358551,0.002630300121381879,0.012651287950575352,positive,0.8829841911792755
"We used to look forward to the John Lewis Christmas ad every year. But in the past few years, they've only made cheap, uninspired holiday commercials. I’d say it’s a huge disappointment, but that’s not true, because we no longer expected anything good from John Lewis.",-0.032500000000000015,0.6,neutral,negative,0.8732249736785889,0.01701614260673523,0.8732249736785889,0.10975884646177292,negative,0.4528624868392944
Well done John Lewis this is the best. Christmas ad I have seen in years I’m looking so forward to Xmas 2025❤,1.0,0.3,positive,positive,0.9898443222045898,0.9898443222045898,0.0025828848592936993,0.007572770584374666,positive,0.9949221611022949
"This christmas advert is beautiful. Ive watched it over and over. We all have nostalgia of our partying youth when songs from our past come on, but family is where the love truly is. Well done guys. Its beautiful.",0.48750000000000004,0.7125,positive,positive,0.980385422706604,0.980385422706604,0.0052289413288235664,0.014385671354830265,positive,0.733942711353302
"A normal advert with a normal family, in 2025. Congratulations John Lewis, I’m a new father, it made me cry.",0.14545454545454545,0.5848484848484848,positive,positive,0.9703009724617004,0.9703009724617004,0.005386716220527887,0.024312255904078484,positive,0.557877758958123
Lovely ad. Quite moving.,0.5,0.75,positive,positive,0.9777941107749939,0.9777941107749939,0.006513453554362059,0.015692438930273056,positive,0.738897055387497
John Lewis Christmas adverts are SO BACK!!!!,0.0,0.0,neutral,positive,0.9218372106552124,0.9218372106552124,0.005068492144346237,0.07309434562921524,positive,0.4609186053276062
A perfect John Lewis Christmas advert! Well done!,1.0,1.0,positive,positive,0.9844900369644165,0.9844900369644165,0.0032642395235598087,0.012245738878846169,positive,0.9922450184822083
Hats off to the creators of this. Right in the feels ❤️,0.2857142857142857,0.5357142857142857,positive,positive,0.9783369302749634,0.9783369302749634,0.006307115312665701,0.015355962328612804,positive,0.6320256079946245
No subtitles...,0.0,0.0,neutral,neutral,0.746138334274292,0.04686543717980385,0.20699626207351685,0.746138334274292,neutral,0.373069167137146
Family is the most important thing in life. Hold on tight. Merry Christmas,0.24047619047619048,0.5952380952380952,positive,positive,0.9722549319267273,0.9722549319267273,0.004117712844163179,0.023627277463674545,positive,0.6063655612014589
"I was in tears watching this for 2 reasons. I changed the dad and the son to my daughter and I, hoping it would bring us back together again 😢 And secondly because finally we see a non tick box Christmas advert. Thank you John Lewis, let’s keep this momentum going and ban all woke nonsense going forward. ♥️",0.0,0.3333333333333333,neutral,positive,0.6705203652381897,0.6705203652381897,0.1381203532218933,0.19135934114456177,neutral,0.33526018261909485
"This state is tearing this country apart, and now more than ever we need to keep our family close",0.5,0.5,positive,negative,0.9250012636184692,0.007662431802600622,0.9250012636184692,0.06733621656894684,negative,0.7125006318092346
"Ooh, powerful for all the right reasons! 😊💪",0.3285714285714285,0.7678571428571428,positive,positive,0.9801256060600281,0.9801256060600281,0.005545091815292835,0.014329261146485806,positive,0.6543485173157283
Best Christmas tune ever!!! 🙌,1.0,0.3,positive,positive,0.9861787557601929,0.9861787557601929,0.003958599641919136,0.009862614795565605,positive,0.9930893778800964
"My interpretation, drown out all the noise and focus on what’s important.",0.4,1.0,positive,neutral,0.6305164098739624,0.3309178948402405,0.038565658032894135,0.6305164098739624,positive,0.5152582049369812
Next year Inner city - Good life Simple minds- Don’t you forget about me Ultra Nate - Free ❤,0.22000000000000003,0.38476190476190475,positive,positive,0.8540893793106079,0.8540893793106079,0.004795955494046211,0.14111468195915222,positive,0.5370446896553039
"Well done for realising this, and I send you strength to follow through on your wishes",0.0,0.0,neutral,positive,0.9265180230140686,0.9265180230140686,0.011982706375420094,0.06149926409125328,positive,0.4632590115070343
Stay focused. Good luck with making changes.,0.7,0.6000000000000001,positive,positive,0.9284015893936157,0.9284015893936157,0.007636025082319975,0.06396234780550003,positive,0.8142007946968078
​ thank you x,0.0,0.0,neutral,positive,0.9318348169326782,0.9318348169326782,0.0045686149969697,0.06359659135341644,positive,0.4659174084663391
We're glad you love it! WhereLoveLives 🎄✨^Tnaya,0.5625,0.8,positive,positive,0.9881047606468201,0.9881047606468201,0.0018822371494024992,0.010012993589043617,positive,0.77530238032341
Thanks so much for the love 💜 I hope you have a great Christmas. 🙌 🎄 ^David,0.42500000000000004,0.4375,positive,positive,0.9880399107933044,0.9880399107933044,0.002983108162879944,0.008976978249847889,positive,0.7065199553966522
Thank you. Christmas offers the opportunity of using gifting to communicate something we might not be able to put into words. We hope you're inspired to express your feelings through the power of a thoughtful gift this year 🎁 so pleased you liked our Ad ❤️ ^Carena.,0.42000000000000004,0.585,positive,positive,0.9833744764328003,0.9833744764328003,0.002758174203336239,0.013867338187992573,positive,0.7016872382164001
"This year's Ad showcases the bond of a father and son, re-living fond memories sparked over the power of a gift received on Christmas morning. A celebration of connection, memory, and the unspoken emotions that make the season truly magical 🎁 so pleased you liked it, here's to all the new memories you will make ❤️ ^Carena.",0.4340909090909091,0.8136363636363636,positive,positive,0.9836832880973816,0.9836832880973816,0.0017517119413241744,0.014565039426088333,positive,0.7088870985941453
Thanks so much for your support! I'm glad you enjoyed our ad. 🙌 💜 🎄 ^David,0.3625,0.5249999999999999,positive,positive,0.9895685315132141,0.9895685315132141,0.0024550282396376133,0.007976405322551727,positive,0.6760342657566071
"I will be shopping at John Lewis this year, as a thank you 🎉",0.0,0.0,neutral,positive,0.9665783643722534,0.9665783643722534,0.0030161431059241295,0.030405497178435326,positive,0.4832891821861267
We're glad you like it! WhereLoveLives 🎄✨ ^Tnaya,0.625,1.0,positive,positive,0.9852251410484314,0.9852251410484314,0.0018225820967927575,0.012952200137078762,positive,0.8051125705242157
The music production in the ad is much better than the original version.,0.4375,0.625,positive,positive,0.9299725294113159,0.9299725294113159,0.01039932295680046,0.05962814390659332,positive,0.683736264705658
Thank you John Lewis - I'm a 57 year old with 2 sons in mid 20's and this advert was for us all...... and isn't it refreshing to see a video full of such positive comments..... did the country finally get the memo?,0.16818181818181818,0.5422077922077922,positive,positive,0.9694547057151794,0.9694547057151794,0.005593295209109783,0.024952050298452377,positive,0.5688182619484988
"Sorry to buck the trend in the comments, but I think this is awful. BTW not every household contains a Dad.",-0.75,1.0,negative,negative,0.8693386912345886,0.010046659968793392,0.8693386912345886,0.12061470746994019,negative,0.8096693456172943
Whoever thought up this advert is a genius and deserves a medal...and a Technics 1200...,0.0,0.0,neutral,positive,0.9123658537864685,0.9123658537864685,0.018110869452357292,0.06952325254678726,positive,0.45618292689323425
Finally! A non box-ticking Christmas advert for once (remember Boots’ Christmas advert last year 🤢). I will buy something off their website now as a thank you for daring to break the mould.,0.0,0.5333333333333333,neutral,positive,0.7673084139823914,0.7673084139823914,0.07220155745744705,0.160490021109581,neutral,0.3836542069911957
That's a beautiful ad ❤,0.85,1.0,positive,positive,0.9756885170936584,0.9756885170936584,0.008970638737082481,0.015340849757194519,positive,0.9128442585468293
What song plays before where love lives? The one you can hear in the background?,0.5,0.6,positive,neutral,0.8768545389175415,0.10921912640333176,0.013926340267062187,0.8768545389175415,neutral,0.6884272694587708
"We love the ad. Today, we spent over £400 on presents at one of the John Lewis stores. It feels good to shop somewhere that reflects our family values and the kind of Christmas we’ve loved all our lives. When you can’t find the right words, you can often find the right gift at John Lewis. Thank you for restoring our faith in the store.",0.4244897959183674,0.5816326530612245,positive,positive,0.9814436435699463,0.9814436435699463,0.0032539276871830225,0.015302448533475399,positive,0.7029667197441568
"Well, it got me 🥹",0.0,0.0,neutral,positive,0.715953528881073,0.715953528881073,0.04272359982132912,0.24132287502288818,neutral,0.3579767644405365
"Powerful, fair play john lewis you've smashed it",0.5,0.95,positive,positive,0.9728966951370239,0.9728966951370239,0.0071397884748876095,0.019963541999459267,positive,0.736448347568512
"This advert hits home for all you dads out there.....respect to Hacienda,Man Alive,Konspiracy,Quadrant Park,Legends,Love Shack,Monroes,crew.",0.0,0.0,neutral,positive,0.896390974521637,0.896390974521637,0.00853918306529522,0.09506981819868088,positive,0.4481954872608185
"What a absolute bell dinger of an advert! This will mean different things to many people.at Christmas As a dad of 2 a girl and a boy aged 17 and 15 we do look back at what we thought were the best time and at that moment they were and should be remembered as such with foundess as they made you the person you are today. Life seemed and was much easier as we didnt have the responsibilities and pressures that being a dad brings. It made me remember my late father as well as thanking God for my 2 children. You have to appreciate the here and now enjoying every possilbe moment you share together, It is hard to try and reflect to see where you started to where you are now in life as seasons come and go so quickly it seems these days.",0.13685897435897434,0.4868589743589743,positive,positive,0.6375356912612915,0.6375356912612915,0.10928697139024734,0.25317734479904175,positive,0.3871973328101329
Vinyl sales are going up this Christmas,0.0,0.0,neutral,positive,0.8047077059745789,0.8047077059745789,0.00771569088101387,0.18757657706737518,positive,0.40235385298728943
Awww yes I think you’ve redeemed yourself from the last couple that haven’t been as great and they’ve missed the mark. Brought a tear to my eye! Song choice is a fantastic proper nostalgic banger!,0.1958333333333333,0.6194444444444445,positive,positive,0.9352439641952515,0.9352439641952515,0.02314797230064869,0.0416080467402935,positive,0.5655386487642924
redo i didnt cry bro,0.0,0.0,neutral,neutral,0.6174002289772034,0.16481168568134308,0.21778814494609833,0.6174002289772034,neutral,0.3087001144886017
"Gentlemen young and old, we can all do better with our communication skills. I know i could. Stop being quite so proud and reach out to those you love anyway you can.",0.4,0.54,positive,positive,0.5336940884590149,0.5336940884590149,0.10889977961778641,0.3574061095714569,positive,0.46684704422950746
Beautiful thank you John Lewis for not forgetting about us.,0.85,1.0,positive,positive,0.9681838154792786,0.9681838154792786,0.005720581393688917,0.02609557844698429,positive,0.9090919077396393
Amazing job John Lewis. Big hugs for all the amazing Dads raising caring children ❤,0.4000000000000001,0.6333333333333333,positive,positive,0.9821416139602661,0.9821416139602661,0.004715158604085445,0.0131432069465518,positive,0.6910708069801331
"John Lewis take my money, great ad btw.",0.8,0.75,positive,positive,0.9214714765548706,0.9214714765548706,0.012181717902421951,0.06634682416915894,positive,0.8607357382774353
"Come on John Lewis, you're running out of ideas now. You can do better than this",0.5,0.5,positive,negative,0.7881896495819092,0.02355743572115898,0.7881896495819092,0.18825286626815796,positive,0.6440948247909546
"John Lewis did, M&S didn’t. I know where I’m going shopping and it isn’t M&S!",0.0,0.0,neutral,neutral,0.5012485384941101,0.13207149505615234,0.36667996644973755,0.5012485384941101,neutral,0.25062426924705505
Banging tune though😊,0.0,0.0,neutral,positive,0.9686283469200134,0.9686283469200134,0.003247041255235672,0.028124606236815453,positive,0.4843141734600067
It’s called ‘kiss me it’s Christmas’ by Lee Baker 🎄,0.0,0.0,neutral,positive,0.6699287295341492,0.6699287295341492,0.00714818574488163,0.32292306423187256,neutral,0.3349643647670746
"We know the importance of finding the perfect gift, when you just can't find the words 🎁 We're pleased you loved our Christmas advert. ^Kirstie 🎄",0.7333333333333334,0.9333333333333332,positive,positive,0.9825008511543274,0.9825008511543274,0.0028700504917651415,0.014629156328737736,positive,0.8579170922438304
Robin-p7o9d WOKE,0.0,0.0,neutral,neutral,0.7416990399360657,0.21074262261390686,0.047558318823575974,0.7416990399360657,neutral,0.37084951996803284
Lovely post Alan! I couldn't agree more this year is really special. Although my little girl is far younger than yours I can relate to this so much. I hope you and your family have a great Christmas and enjoy a moment to this belter of a tune as well! 🙌 💜 🎄 ^David,0.32162698412698415,0.5301587301587302,positive,positive,0.9877607822418213,0.9877607822418213,0.00377258425578475,0.008466615341603756,positive,0.6546938831844027
"So glad you like it. It’s one of my favourites too, such a classic tune! 🎶 ^David",0.23611111111111108,0.5555555555555556,positive,positive,0.9895134568214417,0.9895134568214417,0.0027190851978957653,0.007767535280436277,positive,0.6128122839662764
I'm sure John Lewis will notice that these ads are far better received when there isn't a woke agenda being rammed down our throats (for a change).,0.23611111111111113,0.6694444444444444,positive,positive,0.48016244173049927,0.48016244173049927,0.10602705925703049,0.41381049156188965,positive,0.3581367764208052
Really reminds me off the ending of Aftersun.,0.2,0.2,positive,neutral,0.7394487261772156,0.18439443409442902,0.07615680992603302,0.7394487261772156,positive,0.46972436308860777
"JL for me: It’s about the words we don’t always know how to say- The teenage son choosing a record isn’t just a gift, it’s a bridge. There’s a strong men’s emotional health thread running through this. Men are often raised to 'hold it together', 'be strong', 'say less'. The skill and the compassion is in noticing. That’s what this advert captured for me. Don't get me wrong, I was also taken back to the '90's - my gosh it hit a nerve and I downloaded 'the record' ⁠immediately :D but what I loved was the point about recognition, empathy, and the quiet bravery of care. The link between Dad's and their sons. Brilliant.",0.2545454545454545,0.5651515151515152,positive,positive,0.5378580689430237,0.5378580689430237,0.03437144681811333,0.4277704656124115,positive,0.3962017617442391
More adverts like this and less woke BS,0.16666666666666669,0.2833333333333333,positive,negative,0.7831712365150452,0.020189717411994934,0.7831712365150452,0.19663898646831512,positive,0.47491895159085595
Just lovely 😊,0.5,0.75,positive,positive,0.9640131592750549,0.9640131592750549,0.01077433954924345,0.025212513282895088,positive,0.7320065796375275
"Thank you for this, very lovely...my dad was never there when i needed him😢😢😢. Please, daddies out there, be a strong role model for your kids❤️.",0.31666666666666665,0.5166666666666666,positive,positive,0.7783137559890747,0.7783137559890747,0.10666625201702118,0.11501996219158173,positive,0.5474902113278707
"I saw the thank you song before I saw this, thanking John Lewis for not being Woke. Still don’t really know what Woke means!! Advert is OK…..",0.3125,0.2,positive,negative,0.4925876557826996,0.0579766184091568,0.4925876557826996,0.449435830116272,positive,0.4025438278913498
"I know I'm in the target demographic for this years ad, but John Lewis have really smashed it this year. Gets me every time I watch it!",0.25,0.2,positive,positive,0.9741935133934021,0.9741935133934021,0.00581961078569293,0.01998680830001831,positive,0.612096756696701
"First Christmas after mum passed away, I used the money from my first job to refurbish a 1960s record player and bought my dad the first album he ever got- Meddle by Pink Floyd. He later upgraded the record player but it was so nice to be able to get him something that was about him as a human for the first time, to connect like grown-ups. ❤❤❤",0.2222222222222222,0.3731481481481482,positive,positive,0.8875419497489929,0.8875419497489929,0.0043115559965372086,0.1081465557217598,positive,0.5548820859856076
"Okay, now I understand the hype. I love my relationship with my son but I will never forget that all encompassing love I had with my baby boy.",0.5,0.5666666666666668,positive,positive,0.9454300403594971,0.9454300403594971,0.00820500310510397,0.04636494815349579,positive,0.7227150201797485
A unicorn in our culture. Enjot this 2.00 of equity and decency gentlemen.,0.0,0.0,neutral,positive,0.7810007333755493,0.7810007333755493,0.015693791210651398,0.20330548286437988,neutral,0.39050036668777466
This is me an my dad to a T. My dads not just my dad he is my best friend 🥹❤️,1.0,0.3,positive,positive,0.9789764285087585,0.9789764285087585,0.005132429301738739,0.015891196206212044,positive,0.9894882142543793
Why are people crying over this ad,-0.2,0.6,negative,negative,0.8691944479942322,0.010549800470471382,0.8691944479942322,0.12025581300258636,negative,0.5345972239971161
Nice. What a puree and wholesome message. I will be shopping at John Lewis. Goodbye silly woke M&S and that disgusting DawnFrench.,-0.3,0.9583333333333334,negative,positive,0.8978124260902405,0.8978124260902405,0.03159819915890694,0.0705893263220787,positive,0.5989062130451203
This hits right in the feels.. As a proud father.. best thing ever! To all those who 'were there'.. best times ever! To share it with them & they love it now 2025.. Forever.. Pass on the 🎶🔥 = Priceless! ❤,0.7642857142857142,0.6226190476190476,positive,positive,0.9869049191474915,0.9869049191474915,0.003544708015397191,0.009550387971103191,positive,0.8755953167166028
So basically... John Lewis has ripped off the film Aftersun.,0.0,0.0,neutral,negative,0.559228241443634,0.02420649118721485,0.559228241443634,0.4165652394294739,neutral,0.279614120721817
"This hits hard to anyone over 35, very nicely done, and I also just got some headphones from John Lewis too, so that fits :-)",0.32944444444444443,0.8472222222222222,positive,positive,0.965692400932312,0.965692400932312,0.005642366129904985,0.02866516448557377,positive,0.6475684226883782
This is amazing. Best ad of all,0.8,0.6,positive,positive,0.9839597344398499,0.9839597344398499,0.0060901702381670475,0.009950092062354088,positive,0.891979867219925
That's the first thing I thought of too. Clear case of plagiarism.,0.17500000000000002,0.3583333333333333,positive,negative,0.7664163112640381,0.015101254917681217,0.7664163112640381,0.21848243474960327,positive,0.47070815563201907
Wah 😭 American over here who’s never heard of John Lewis and this ad started the water works! Just lovely,0.25,0.375,positive,positive,0.9481676816940308,0.9481676816940308,0.01178276352584362,0.040049538016319275,positive,0.5990838408470154
"I didn't think we were allowed anymore? 53, grew up in the Madchester scene and now have grown up family - this is pitch perfect. Thank you.",1.0,1.0,positive,positive,0.8360005617141724,0.8360005617141724,0.03200416639447212,0.13199524581432343,positive,0.9180002808570862
I think i need to get a few things from John Lewis,-0.2,0.1,negative,neutral,0.8379939794540405,0.1297537237405777,0.032252319157123566,0.8379939794540405,neutral,0.5189969897270202
Dad hears a classic house tune. Get's a dove flashback. Needs to hug the first person he sees.,0.20833333333333331,0.25,positive,positive,0.570736825466156,0.570736825466156,0.0248672254383564,0.4043959081172943,positive,0.38953507939974463
John lewis got back to being british and recognised all of us..this advert hit deep in a lovely way.,0.125,0.2875,positive,positive,0.9300105571746826,0.9300105571746826,0.008853347040712833,0.06113605201244354,positive,0.5275052785873413
I made the mistake of watching this after Russell Kane’s description so unfortunately not feeling the magic this year!,0.4375,1.0,positive,negative,0.8837909698486328,0.008686870336532593,0.8837909698486328,0.10752224177122116,negative,0.6606454849243164
"JL nailed it, what an advert",0.0,0.0,neutral,positive,0.9504338502883911,0.9504338502883911,0.010677496902644634,0.03888862952589989,positive,0.47521692514419556
"That's more like it! Thank you, John Lewis ❤",0.625,0.5,positive,positive,0.9796496629714966,0.9796496629714966,0.0025621308013796806,0.017788216471672058,positive,0.8023248314857483
"Beautiful advert, Does anyone know the acapella version sung by the man half way through?",0.3416666666666667,0.5833333333333334,positive,positive,0.9610700011253357,0.9610700011253357,0.0036234839353710413,0.03530653193593025,positive,0.6513683338960012
"Wow! Powerful advertising and very clever and spot on with the emotion, someone is celebrating their concept that John Lewis used, has to be the best Christmas advertisement this year!",0.41041666666666665,0.825,positive,positive,0.9813779592514038,0.9813779592514038,0.004696504678577185,0.013925544917583466,positive,0.6958973129590352
Love this John Lewis! Made me cry! Thank goodness you didn’t make it woke! Love it. ❤,0.73828125,0.6,positive,positive,0.9615849256515503,0.9615849256515503,0.012101300060749054,0.02631385065615177,positive,0.8499330878257751
best track to a christmas advert EVER,1.0,0.3,positive,positive,0.9622319340705872,0.9622319340705872,0.006363977678120136,0.03140411525964737,positive,0.9811159670352936
Well done John Lewis - this advert and what it says means so much to me on so many levels,0.5,0.5,positive,positive,0.9787930846214294,0.9787930846214294,0.005515414755791426,0.015691477805376053,positive,0.7393965423107147
